Rank,County-equivalent,State,Per capita income,Median household income,Median family income,Population,Number of households,County-equivalent_link
985,Tama,Iowa,"$25,311","$51,670","$60,657","17,661","6,794","https://en.wikipedia.org/wiki/Tama_County,_Iowa"
986,Newport News City,Virginia,"$25,310","$51,027","$59,514","181,025","69,211","https://en.wikipedia.org/wiki/Newport_News,_Virginia"
987,Yellow Medicine,Minnesota,"$25,303","$52,510","$61,389","10,294","4,135","https://en.wikipedia.org/wiki/Yellow_Medicine_County,_Minnesota"
988,Andrew,Missouri,"$25,302","$54,336","$67,006","17,319","6,691","https://en.wikipedia.org/wiki/Andrew_County,_Missouri"
989,Henry,Georgia,"$25,299","$60,781","$67,683","206,349","69,238","https://en.wikipedia.org/wiki/Henry_County,_Georgia"
990,McClain,Oklahoma,"$25,293","$54,426","$67,537","35,155","12,749","https://en.wikipedia.org/wiki/McClain_County,_Oklahoma"
991,Kings,New York,"$25,289","$46,085","$51,581","2,539,789","916,025",https://en.wikipedia.org/wiki/Brooklyn
992,Eau Claire,Wisconsin,"$25,287","$48,090","$67,630","99,788","39,754","https://en.wikipedia.org/wiki/Eau_Claire_County,_Wisconsin"
993,Cass,Minnesota,"$25,287","$45,045","$53,277","28,485","12,906","https://en.wikipedia.org/wiki/Cass_County,_Minnesota"
994,Kewaunee,Wisconsin,"$25,282","$53,588","$67,033","20,578","8,145","https://en.wikipedia.org/wiki/Kewaunee_County,_Wisconsin"
995,Allen,Indiana,"$25,279","$49,370","$60,867","358,324","138,212","https://en.wikipedia.org/wiki/Allen_County,_Indiana"
996,Green Lake,Wisconsin,"$25,275","$46,994","$60,358","19,042","8,001","https://en.wikipedia.org/wiki/Green_Lake_County,_Wisconsin"
997,Butler,Iowa,"$25,269","$52,026","$63,153","14,909","6,189","https://en.wikipedia.org/wiki/Butler_County,_Iowa"
998,Pima,Arizona,"$25,269","$45,841","$57,757","986,891","384,041","https://en.wikipedia.org/wiki/Pima_County,_Arizona"
999,Nemaha,Nebraska,"$25,269","$42,672","$68,516","7,207","3,001","https://en.wikipedia.org/wiki/Nemaha_County,_Nebraska"
1000,Frontier,Nebraska,"$25,262","$50,227","$58,636","2,568","1,086","https://en.wikipedia.org/wiki/Frontier_County,_Nebraska"
1001,Marshall,Kansas,"$25,262","$44,032","$60,625","10,057","4,345","https://en.wikipedia.org/wiki/Marshall_County,_Kansas"
1002,Keya Paha,Nebraska,"$25,251","$36,923","$44,231",698,354,"https://en.wikipedia.org/wiki/Keya_Paha_County,_Nebraska"
1003,Fillmore,Minnesota,"$25,249","$50,657","$64,379","20,870","8,422","https://en.wikipedia.org/wiki/Fillmore_County,_Minnesota"
1004,Cabarrus,North Carolina,"$25,247","$53,551","$66,058","181,415","64,713","https://en.wikipedia.org/wiki/Cabarrus_County,_North_Carolina"
1005,Hampton City,Virginia,"$25,247","$50,705","$62,991","136,957","52,511","https://en.wikipedia.org/wiki/Hampton,_Virginia"
1006,Westmoreland,Virginia,"$25,245","$49,157","$55,966","17,532","7,130","https://en.wikipedia.org/wiki/Westmoreland_County,_Virginia"
1007,Hamlin,South Dakota,"$25,233","$55,563","$63,659","5,925","2,041","https://en.wikipedia.org/wiki/Hamlin_County,_South_Dakota"
1008,Madison,New York,"$25,230","$53,589","$66,688","72,839","26,565","https://en.wikipedia.org/wiki/Madison_County,_New_York"
1009,Crawford,Illinois,"$25,214","$46,216","$59,235","19,707","7,731","https://en.wikipedia.org/wiki/Crawford_County,_Illinois"
1010,Knox,Nebraska,"$25,214","$42,230","$54,286","8,617","3,776","https://en.wikipedia.org/wiki/Knox_County,_Nebraska"
1011,Cherry,Nebraska,"$25,213","$45,464","$54,185","5,735","2,618","https://en.wikipedia.org/wiki/Cherry_County,_Nebraska"
1012,Caroline,Maryland,"$25,211","$58,632","$66,471","32,871","11,806","https://en.wikipedia.org/wiki/Caroline_County,_Maryland"
1013,Burt,Nebraska,"$25,203","$46,817","$62,449","6,748","2,899","https://en.wikipedia.org/wiki/Burt_County,_Nebraska"
1014,Houston,Georgia,"$25,195","$54,893","$66,233","143,205","52,330","https://en.wikipedia.org/wiki/Houston_County,_Georgia"
1015,Lincoln,Oregon,"$25,194","$42,365","$53,750","46,070","20,913","https://en.wikipedia.org/wiki/Lincoln_County,_Oregon"
1016,Cooke,Texas,"$25,186","$50,067","$59,160","38,484","14,466","https://en.wikipedia.org/wiki/Cooke_County,_Texas"
1017,Antelope,Nebraska,"$25,186","$43,518","$54,688","6,600","2,855","https://en.wikipedia.org/wiki/Antelope_County,_Nebraska"
1018,Yavapai,Arizona,"$25,186","$42,987","$53,015","211,968","91,349","https://en.wikipedia.org/wiki/Yavapai_County,_Arizona"
1019,Hood River,Oregon,"$25,181","$56,725","$64,422","22,427","8,144","https://en.wikipedia.org/wiki/Hood_River_County,_Oregon"
1020,DeSoto,Mississippi,"$25,176","$58,505","$64,822","163,975","57,979","https://en.wikipedia.org/wiki/DeSoto_County,_Mississippi"
1021,Hardin,Iowa,"$25,153","$49,342","$64,360","17,453","7,061","https://en.wikipedia.org/wiki/Hardin_County,_Iowa"
1022,Wilkin,Minnesota,"$25,148","$50,507","$62,835","6,576","2,685","https://en.wikipedia.org/wiki/Wilkin_County,_Minnesota"
1023,Christian,Missouri,"$25,134","$52,838","$60,493","78,724","29,652","https://en.wikipedia.org/wiki/Christian_County,_Missouri"
1024,Shenandoah,Virginia,"$25,134","$49,625","$57,422","42,270","17,397","https://en.wikipedia.org/wiki/Shenandoah_County,_Virginia"
1025,Douglas,Wisconsin,"$25,129","$45,418","$59,716","43,994","18,933","https://en.wikipedia.org/wiki/Douglas_County,_Wisconsin"
1026,Lee,Texas,"$25,123","$51,534","$66,352","16,603","6,078","https://en.wikipedia.org/wiki/Lee_County,_Texas"
1027,Big Horn,Wyoming,"$25,119","$52,589","$61,910","11,741","4,462","https://en.wikipedia.org/wiki/Big_Horn_County,_Wyoming"
1028,Haskell,Kansas,"$25,114","$52,415","$60,125","4,219","1,411","https://en.wikipedia.org/wiki/Haskell_County,_Kansas"
1029,Washington County,Virginia,"$25,109","$41,897","$54,606","54,804","22,755","https://en.wikipedia.org/wiki/Washington_County,_Virginia"
1030,Oneida,New York,"$25,103","$48,729","$62,090","234,206","91,075","https://en.wikipedia.org/wiki/Oneida_County,_New_York"
1031,Clinton,Missouri,"$25,100","$53,826","$64,341","20,659","8,089","https://en.wikipedia.org/wiki/Clinton_County,_Missouri"
1032,Amelia,Virginia,"$25,100","$52,885","$61,403","12,712","4,808","https://en.wikipedia.org/wiki/Amelia_County,_Virginia"
1033,Iroquois,Illinois,"$25,098","$47,079","$58,930","29,446","11,892","https://en.wikipedia.org/wiki/Iroquois_County,_Illinois"
1034,Keith,Nebraska,"$25,097","$41,970","$58,047","8,247","3,786","https://en.wikipedia.org/wiki/Keith_County,_Nebraska"
1035,Tipton,Indiana,"$25,093","$52,686","$60,757","15,834","6,622","https://en.wikipedia.org/wiki/Tipton_County,_Indiana"
1036,Chatham,Georgia,"$25,093","$45,794","$55,978","271,102","102,484","https://en.wikipedia.org/wiki/Chatham_County,_Georgia"
1037,Rutherford,Tennessee,"$25,077","$55,401","$66,755","269,407","96,731","https://en.wikipedia.org/wiki/Rutherford_County,_Tennessee"
1038,Livingston,Louisiana,"$25,076","$56,811","$66,164","130,192","46,246","https://en.wikipedia.org/wiki/Livingston_Parish,_Louisiana"
1039,Clayton,Iowa,"$25,074","$47,494","$57,348","17,990","7,707","https://en.wikipedia.org/wiki/Clayton_County,_Iowa"
1040,Faribault,Minnesota,"$25,065","$44,264","$56,849","14,430","6,331","https://en.wikipedia.org/wiki/Faribault_County,_Minnesota"
1041,Winneshiek,Iowa,"$25,062","$53,122","$66,694","21,038","8,042","https://en.wikipedia.org/wiki/Winneshiek_County,_Iowa"
1042,Barry,Michigan,"$25,059","$52,186","$63,064","59,121","22,610","https://en.wikipedia.org/wiki/Barry_County,_Michigan"
1043,Palo Alto,Iowa,"$25,055","$44,663","$60,550","9,352","3,948","https://en.wikipedia.org/wiki/Palo_Alto_County,_Iowa"
1044,Box Butte,Nebraska,"$25,046","$46,373","$58,521","11,312","4,860","https://en.wikipedia.org/wiki/Box_Butte_County,_Nebraska"
1045,Muscatine,Iowa,"$25,038","$51,425","$60,616","42,798","16,410","https://en.wikipedia.org/wiki/Muscatine_County,_Iowa"
1046,Lake,Colorado,"$25,029","$44,610","$57,267","7,332","3,079","https://en.wikipedia.org/wiki/Lake_County,_Colorado"
1047,Limestone,Alabama,"$25,020","$48,619","$57,858","85,264","31,794","https://en.wikipedia.org/wiki/Limestone_County,_Alabama"
1048,Trempealeau,Wisconsin,"$25,017","$49,143","$61,196","29,098","11,745","https://en.wikipedia.org/wiki/Trempealeau_County,_Wisconsin"
1049,Burnet,Texas,"$24,998","$48,115","$58,125","43,230","16,588","https://en.wikipedia.org/wiki/Burnet_County,_Texas"
1050,Montgomery,Ohio,"$24,997","$43,401","$55,971","536,433","222,578","https://en.wikipedia.org/wiki/Montgomery_County,_Ohio"
1051,Sierra,California,"$24,996","$39,009","$52,454","3,127","1,253","https://en.wikipedia.org/wiki/Sierra_County,_California"
1052,Mower,Minnesota,"$24,990","$46,004","$61,094","39,252","15,855","https://en.wikipedia.org/wiki/Mower_County,_Minnesota"
1053,Washington County,Colorado,"$24,977","$44,683","$55,606","4,796","2,019","https://en.wikipedia.org/wiki/Washington_County,_Colorado"
1054,Montgomery,Alabama,"$24,975","$44,790","$56,684","228,980","88,844","https://en.wikipedia.org/wiki/Montgomery_County,_Alabama"
1055,Portage,Wisconsin,"$24,972","$50,996","$65,214","70,136","27,975","https://en.wikipedia.org/wiki/Portage_County,_Wisconsin"
1056,Sullivan,New York,"$24,963","$48,089","$60,166","77,134","29,531","https://en.wikipedia.org/wiki/Sullivan_County,_New_York"
1057,Kaufman,Texas,"$24,954","$61,194","$67,995","105,220","34,922","https://en.wikipedia.org/wiki/Kaufman_County,_Texas"
1058,Livingston,Illinois,"$24,952","$54,614","$64,978","38,687","14,446","https://en.wikipedia.org/wiki/Livingston_County,_Illinois"
1059,Stevens,Kansas,"$24,950","$54,494","$63,438","5,713","1,936","https://en.wikipedia.org/wiki/Stevens_County,_Kansas"
1060,Aitkin,Minnesota,"$24,939","$41,617","$50,684","16,032","7,741","https://en.wikipedia.org/wiki/Aitkin_County,_Minnesota"
1061,Saline,Kansas,"$24,935","$47,215","$55,970","55,633","22,173","https://en.wikipedia.org/wiki/Saline_County,_Kansas"
1062,Garrett,Maryland,"$24,932","$45,206","$56,341","30,014","11,974","https://en.wikipedia.org/wiki/Garrett_County,_Maryland"
1063,St. James,Louisiana,"$24,930","$55,443","$63,632","21,916","7,786","https://en.wikipedia.org/wiki/St._James_Parish,_Louisiana"
1064,Allamakee,Iowa,"$24,926","$48,831","$56,269","14,242","5,862","https://en.wikipedia.org/wiki/Allamakee_County,_Iowa"
1065,Woodward,Oklahoma,"$24,922","$51,867","$63,096","20,483","7,382","https://en.wikipedia.org/wiki/Woodward_County,_Oklahoma"
1066,Carter,Montana,"$24,921","$39,659","$60,000","1,241",495,"https://en.wikipedia.org/wiki/Carter_County,_Montana"
1067,Jasper,Iowa,"$24,905","$50,513","$63,418","36,710","14,826","https://en.wikipedia.org/wiki/Jasper_County,_Iowa"
1068,Pottawatomie,Kansas,"$24,892","$56,854","$71,259","22,009","7,974","https://en.wikipedia.org/wiki/Pottawatomie_County,_Kansas"
1069,Kosciusko,Indiana,"$24,881","$50,859","$60,725","77,527","29,705","https://en.wikipedia.org/wiki/Kosciusko_County,_Indiana"
1070,Hubbard,Minnesota,"$24,880","$45,961","$55,744","20,440","8,670","https://en.wikipedia.org/wiki/Hubbard_County,_Minnesota"
1071,De Baca,New Mexico,"$24,879","$37,660","$46,534","1,975",689,"https://en.wikipedia.org/wiki/De_Baca_County,_New_Mexico"
1072,Orange,Florida,"$24,877","$47,581","$56,830","1,175,416","415,790","https://en.wikipedia.org/wiki/Orange_County,_Florida"
1073,Wagoner,Oklahoma,"$24,874","$55,723","$63,730","74,077","27,016","https://en.wikipedia.org/wiki/Wagoner_County,_Oklahoma"
1074,Carbon,Pennsylvania,"$24,861","$48,900","$57,049","65,074","25,903","https://en.wikipedia.org/wiki/Carbon_County,_Pennsylvania"
1075,Dewey,Oklahoma,"$24,860","$46,488","$57,868","4,800","1,830","https://en.wikipedia.org/wiki/Dewey_County,_Oklahoma"
1076,Alachua,Florida,"$24,857","$42,149","$62,139","249,848","96,043","https://en.wikipedia.org/wiki/Alachua_County,_Florida"
1077,Kent,Delaware,"$24,851","$55,149","$64,414","165,030","58,524","https://en.wikipedia.org/wiki/Kent_County,_Delaware"
1078,Washburn,Wisconsin,"$24,850","$41,924","$52,635","15,842","7,348","https://en.wikipedia.org/wiki/Washburn_County,_Wisconsin"
1079,Kent,Texas,"$24,839","$46,875","$56,016",913,401,"https://en.wikipedia.org/wiki/Kent_County,_Texas"
1080,West Baton Rouge,Louisiana,"$24,838","$50,926","$64,567","24,012","8,820","https://en.wikipedia.org/wiki/West_Baton_Rouge_Parish,_Louisiana"
1081,Sherman,Nebraska,"$24,837","$41,835","$51,469","3,129","1,369","https://en.wikipedia.org/wiki/Sherman_County,_Nebraska"
1082,Broome,New York,"$24,835","$45,958","$59,345","199,298","79,763","https://en.wikipedia.org/wiki/Broome_County,_New_York"
1083,Benzie,Michigan,"$24,831","$47,366","$54,971","17,474","7,682","https://en.wikipedia.org/wiki/Benzie_County,_Michigan"
1084,Pierce,Nebraska,"$24,830","$51,924","$62,143","7,211","2,916","https://en.wikipedia.org/wiki/Pierce_County,_Nebraska"
1085,Buffalo,Nebraska,"$24,830","$50,963","$67,076","46,885","17,705","https://en.wikipedia.org/wiki/Buffalo_County,_Nebraska"
1086,Effingham,Georgia,"$24,824","$63,030","$69,450","52,961","17,830","https://en.wikipedia.org/wiki/Effingham_County,_Georgia"
1087,Johnson,Texas,"$24,816","$57,535","$65,392","152,384","52,044","https://en.wikipedia.org/wiki/Johnson_County,_Texas"
1088,Keweenaw,Michigan,"$24,802","$39,038","$50,250","2,181","1,014","https://en.wikipedia.org/wiki/Keweenaw_County,_Michigan"
1089,Lafourche,Louisiana,"$24,798","$50,572","$59,941","96,755","35,072","https://en.wikipedia.org/wiki/Lafourche_Parish,_Louisiana"
1090,Luzerne,Pennsylvania,"$24,793","$44,402","$58,150","320,827","130,880","https://en.wikipedia.org/wiki/Luzerne_County,_Pennsylvania"
1091,Jefferson,Missouri,"$24,792","$54,845","$64,116","219,636","80,812","https://en.wikipedia.org/wiki/Jefferson_County,_Missouri"
1092,Osage,Kansas,"$24,789","$50,205","$62,512","16,260","6,558","https://en.wikipedia.org/wiki/Osage_County,_Kansas"
1093,Schleicher,Texas,"$24,787","$50,648","$70,556","3,316","1,078","https://en.wikipedia.org/wiki/Schleicher_County,_Texas"
1094,Ballard,Kentucky,"$24,781","$44,588","$56,414","8,282","3,327","https://en.wikipedia.org/wiki/Ballard_County,_Kentucky"
1095,Jefferson,Nebraska,"$24,777","$44,843","$57,234","7,563","3,301","https://en.wikipedia.org/wiki/Jefferson_County,_Nebraska"
1096,Monterey,California,"$24,775","$59,168","$63,669","420,569","125,428","https://en.wikipedia.org/wiki/Monterey_County,_California"
1097,Fulton,Ohio,"$24,771","$52,856","$63,355","42,601","16,285","https://en.wikipedia.org/wiki/Fulton_County,_Ohio"
1098,Delta,Colorado,"$24,771","$42,078","$51,539","30,659","12,671","https://en.wikipedia.org/wiki/Delta_County,_Colorado"
1099,Aiken,South Carolina,"$24,769","$44,509","$56,150","161,710","63,388","https://en.wikipedia.org/wiki/Aiken_County,_South_Carolina"
1100,Albany,Wyoming,"$24,758","$42,774","$67,949","36,745","15,257","https://en.wikipedia.org/wiki/Albany_County,_Wyoming"
1101,Ingham,Michigan,"$24,754","$45,321","$62,971","281,531","108,823","https://en.wikipedia.org/wiki/Ingham_County,_Michigan"
1102,Staunton City,Virginia,"$24,753","$38,501","$61,671","23,989","10,495","https://en.wikipedia.org/wiki/Staunton,_Virginia"
1103,Baltimore City,Maryland,"$24,750","$41,385","$50,151","621,445","241,455",https://en.wikipedia.org/wiki/Baltimore
1104,Atchison,Missouri,"$24,748","$44,426","$54,247","5,605","2,448","https://en.wikipedia.org/wiki/Atchison_County,_Missouri"
1105,Franklin,Missouri,"$24,742","$48,857","$60,741","101,569","39,263","https://en.wikipedia.org/wiki/Franklin_County,_Missouri"
1106,Orange,Texas,"$24,736","$49,507","$59,926","82,372","31,162","https://en.wikipedia.org/wiki/Orange_County,_Texas"
1107,San Jacinto,Texas,"$24,733","$46,107","$53,569","26,669","9,425","https://en.wikipedia.org/wiki/San_Jacinto_County,_Texas"
1108,Cascade,Montana,"$24,727","$44,963","$58,565","81,621","33,430","https://en.wikipedia.org/wiki/Cascade_County,_Montana"
1109,Churchill,Nevada,"$24,716","$49,830","$60,951","24,572","9,253","https://en.wikipedia.org/wiki/Churchill_County,_Nevada"
1110,Edwards,Kansas,"$24,714","$46,551","$55,114","2,998","1,269","https://en.wikipedia.org/wiki/Edwards_County,_Kansas"
1111,San Juan,Colorado,"$24,711","$39,583","$53,194",659,321,"https://en.wikipedia.org/wiki/San_Juan_County,_Colorado"
1112,Cayuga,New York,"$24,702","$51,581","$63,082","79,767","31,311","https://en.wikipedia.org/wiki/Cayuga_County,_New_York"
1113,Victoria,Texas,"$24,700","$50,364","$56,062","88,068","32,072","https://en.wikipedia.org/wiki/Victoria_County,_Texas"
1114,Montague,Texas,"$24,699","$44,231","$55,267","19,668","8,038","https://en.wikipedia.org/wiki/Montague_County,_Texas"
1115,Warren,Missouri,"$24,692","$50,830","$64,196","32,667","12,572","https://en.wikipedia.org/wiki/Warren_County,_Missouri"
1116,Kootenai,Idaho,"$24,685","$49,002","$56,911","140,785","55,679","https://en.wikipedia.org/wiki/Kootenai_County,_Idaho"
1117,Russell,Kansas,"$24,683","$37,111","$48,132","6,945","3,317","https://en.wikipedia.org/wiki/Russell_County,_Kansas"
1118,Morris,Kansas,"$24,680","$47,445","$57,161","5,869","2,503","https://en.wikipedia.org/wiki/Morris_County,_Kansas"
1119,Clinton,New York,"$24,676","$50,282","$63,665","81,865","31,901","https://en.wikipedia.org/wiki/Clinton_County,_New_York"
1120,Lincoln,Wisconsin,"$24,669","$49,021","$61,366","28,650","12,513","https://en.wikipedia.org/wiki/Lincoln_County,_Wisconsin"
1121,Norfolk City,Virginia,"$24,659","$44,747","$51,986","244,090","85,557","https://en.wikipedia.org/wiki/Norfolk,_Virginia"
1122,Asotin,Washington,"$24,659","$43,175","$55,321","21,802","9,058","https://en.wikipedia.org/wiki/Asotin_County,_Washington"
1123,Macoupin,Illinois,"$24,658","$49,590","$60,309","47,462","19,254","https://en.wikipedia.org/wiki/Macoupin_County,_Illinois"
1124,Osceola,Iowa,"$24,653","$48,659","$63,939","6,335","2,676","https://en.wikipedia.org/wiki/Osceola_County,_Iowa"
1125,Dickey,North Dakota,"$24,644","$47,359","$62,298","5,264","2,178","https://en.wikipedia.org/wiki/Dickey_County,_North_Dakota"
1126,Merrick,Nebraska,"$24,639","$50,859","$56,185","7,802","3,316","https://en.wikipedia.org/wiki/Merrick_County,_Nebraska"
1127,Hawaii County,Hawaii,"$24,635","$51,250","$59,862","187,044","64,909","https://en.wikipedia.org/wiki/Hawaii_County,_Hawaii"
1128,Chippewa,Wisconsin,"$24,628","$50,551","$61,420","62,676","24,456","https://en.wikipedia.org/wiki/Chippewa_County,_Wisconsin"
1129,Custer,Nebraska,"$24,615","$44,873","$56,136","10,872","4,738","https://en.wikipedia.org/wiki/Custer_County,_Nebraska"
1130,Whitley,Indiana,"$24,613","$51,914","$61,149","33,274","13,094","https://en.wikipedia.org/wiki/Whitley_County,_Indiana"
1131,Polk,North Carolina,"$24,611","$44,745","$53,909","20,381","8,788","https://en.wikipedia.org/wiki/Polk_County,_North_Carolina"
1132,Dickinson,Michigan,"$24,611","$44,136","$53,342","26,201","11,432","https://en.wikipedia.org/wiki/Dickinson_County,_Michigan"
1133,Park,Montana,"$24,611","$42,426","$56,960","15,621","6,445","https://en.wikipedia.org/wiki/Park_County,_Montana"
